Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSS84397.1?report=genbank&log$=prottop&blast_rank=16&RID=X39PS6V5013"",""QSS84397.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQP46054.1?report=genbank&log$=prottop&blast_rank=17&RID=X39PS6V5013"",""QQP46054.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX20983.1?report=genbank&log$=prottop&blast_rank=18&RID=X39PS6V5013"",""QRX20983.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPV04670.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""QPV04670.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIR75993.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""UIR75993.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTC76268.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""QTC76268.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU28463.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""QKU28463.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJD23894.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""UJD23894.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPF65174.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""QPF65174.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVE81766.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""QVE81766.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTM88160.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""QTM88160.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSO41176.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""QSO41176.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQZ31893.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""QQZ31893.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKH55994.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""UKH55994.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTQ55780.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""QTQ55780.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWE92077.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""QWE92077.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPI12309.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QPI12309.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UID60349.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""UID60349.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTT25901.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""QTT25901.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJU43647.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""UJU43647.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIC40748.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""UIC40748.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTJ10714.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""QTJ10714.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTG21649.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""QTG21649.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN58687.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""QRN58687.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPB18149.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""QPB18149.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVU70606.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""QVU70606.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUE46982.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QUE46982.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWY47547.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""QWY47547.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRA63439.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""QRA63439.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UMB00458.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""UMB00458.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJU70570.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""QJU70570.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIO08000.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""UIO08000.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYI44918.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""QYI44918.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNL12159.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""QNL12159.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUD68062.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""QUD68062.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QND76131.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""QND76131.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC92601.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""QLC92601.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTY97141.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""QTY97141.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJG61042.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""UJG61042.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPF52359.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""QPF52359.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXK85787.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""QXK85787.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,568,568,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWQ56741.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QWQ56741.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQG78315.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QQG78315.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKE13672.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""UKE13672.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWY60984.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QWY60984.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZK81108.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QZK81108.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKV55626.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""UKV55626.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULA08917.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""ULA08917.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTN90765.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QTN90765.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHR62210.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""UHR62210.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX45959.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QRX45959.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJE75809.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""UJE75809.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVT99558.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""QVT99558.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVO35734.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QVO35734.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKO41697.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""UKO41697.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTZ04343.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""QTZ04343.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUO59746.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""QUO59746.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJF75192.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""QJF75192.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKN18964.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""UKN18964.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUX80299.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QUX80299.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQP58854.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QQP58854.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJR66766.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""UJR66766.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQZ33404.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""QQZ33404.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUQ13895.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QUQ13895.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUV25733.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QUV25733.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKH03529.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""UKH03529.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSF04558.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""QSF04558.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNV69955.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QNV69955.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULQ90327.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""ULQ90327.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN51709.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QRN51709.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVO78426.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""QVO78426.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKH84032.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""UKH84032.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIX04595.1?report=genbank&log$=prottop&blast_rank=88&RID=X39PS6V5013"",""UIX04595.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKD91439.1?report=genbank&log$=prottop&blast_rank=89&RID=X39PS6V5013"",""UKD91439.1"")"
ORF3a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,567,567,100%,0.0,99.64,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJX45334.1?report=genbank&log$=prottop&blast_rank=90&RID=X39PS6V5013"",""QJX45334.1"")"
