Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLD99985.1?report=genbank&log$=prottop&blast_rank=14&RID=X39PS6V5013"",""QLD99985.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ59211.1?report=genbank&log$=prottop&blast_rank=15&RID=X39PS6V5013"",""WJZ59211.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WNV31413.1?report=genbank&log$=prottop&blast_rank=16&RID=X39PS6V5013"",""WNV31413.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWC80496.1?report=genbank&log$=prottop&blast_rank=17&RID=X39PS6V5013"",""QWC80496.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN62560.1?report=genbank&log$=prottop&blast_rank=18&RID=X39PS6V5013"",""QRN62560.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5465,5465,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVQ63123.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""QVQ63123.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ58122.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""WJZ58122.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXY03671.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""QXY03671.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMI90805.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""QMI90805.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU88908.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""QOU88908.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UYG85798.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""UYG85798.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNP06545.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""QNP06545.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUA71305.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""QUA71305.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTJ85066.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""QTJ85066.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYC24541.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""QYC24541.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQH15712.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""QQH15712.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7093,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UVA75870.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""UVA75870.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXV98823.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""QXV98823.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZC55259.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QZC55259.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRW59158.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""QRW59158.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTY32938.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""QTY32938.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLI51767.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""QLI51767.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULD97388.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""ULD97388.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNP06101.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""QNP06101.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7097,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOQ07719.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""QOQ07719.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7095,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOQ07659.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""QOQ07659.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5464,5464,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQO76674.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""QQO76674.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHD90553.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""UHD90553.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYM26738.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QYM26738.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ59079.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""WJZ59079.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7093,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTI56310.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""QTI56310.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7097,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMJ01339.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""QMJ01339.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13995.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""QWB13995.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF13587.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""QOF13587.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WVI76647.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""WVI76647.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVP30914.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""QVP30914.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13575.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""QWB13575.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNP06317.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""QNP06317.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13959.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""QWB13959.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ58791.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""WJZ58791.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ57596.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""WJZ57596.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7091,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UNZ48866.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""UNZ48866.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WPW43332.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""WPW43332.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVV25724.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QVV25724.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE99779.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QSE99779.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZA85356.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""QZA85356.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB14211.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QWB14211.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVQ63039.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QVQ63039.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UQT27415.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""UQT27415.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCI79580.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""UCI79580.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7093,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTI56286.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QTI56286.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ58277.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""WJZ58277.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC94110.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QLC94110.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOI53590.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""QOI53590.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UPF00760.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""UPF00760.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVQ63111.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QVQ63111.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPV41934.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""QPV41934.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13731.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""QWB13731.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ58229.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""WJZ58229.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHD90469.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""UHD90469.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WIO40223.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""WIO40223.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRE02629.2?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QRE02629.2"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOP79686.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QOP79686.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQX29349.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""QQX29349.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUO86356.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""QUO86356.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC93126.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QLC93126.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQO75918.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QQO75918.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC91410.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""QLC91410.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN45663.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""QRN45663.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7093,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU95652.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QOU95652.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7097,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU87996.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QOU87996.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWJ89795.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QWJ89795.1"")"
ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,5463,5463,100%,0.0,100.00,7096,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNE11730.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""QNE11730.1"")"
