Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIZ97039.1?report=genbank&log$=prottop&blast_rank=16&RID=X39PS6V5013"",""QIZ97039.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQP45825.1?report=genbank&log$=prottop&blast_rank=17&RID=X39PS6V5013"",""QQP45825.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMJ01317.1?report=genbank&log$=prottop&blast_rank=18&RID=X39PS6V5013"",""QMJ01317.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOH28993.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""QOH28993.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPN00919.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""QPN00919.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOS49673.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""QOS49673.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJE19031.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""UJE19031.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNN86445.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""QNN86445.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKV39923.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""QKV39923.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNA39510.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""QNA39510.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ59893.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""WJZ59893.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMX86773.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""QMX86773.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJT73034.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""QJT73034.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WQR41098.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""WQR41098.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIZ16559.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""QIZ16559.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF10625.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""QOF10625.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWC76579.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QWC76579.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE99577.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""QSE99577.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF08429.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""QOF08429.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJS39579.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""QJS39579.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOE75686.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""QOE75686.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQO76328.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""QQO76328.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2636,2636,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UXB96093.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""UXB96093.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UYA31504.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""UYA31504.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTI95854.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""QTI95854.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNJ99456.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""QNJ99456.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXE71677.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QXE71677.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIT07011.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""QIT07011.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMX85049.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""QMX85049.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJW70147.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""QJW70147.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU28894.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""QKU28894.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXR88761.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""QXR88761.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU94298.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""QOU94298.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJS53398.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""QJS53398.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU91202.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""QOU91202.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQP47157.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""QQP47157.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC93524.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""QLC93524.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWM87761.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""QWM87761.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXR89097.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""QXR89097.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF12353.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""QOF12353.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WAQ38474.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""WAQ38474.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU89966.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QOU89966.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU93974.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QOU93974.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQK89979.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""QQK89979.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMI94525.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QMI94525.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLC48052.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QLC48052.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJE38426.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""QJE38426.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIS60489.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""QIS60489.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCK95537.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""UCK95537.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLI51781.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""QLI51781.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKV41471.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QKV41471.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKY78084.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""QKY78084.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHX58263.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""UHX58263.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRA18933.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QRA18933.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR84873.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""QJR84873.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWC77885.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""QWC77885.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN63738.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""QRN63738.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMT96172.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""QMT96172.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJQ39524.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""QJQ39524.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIU80973.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QIU80973.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF15989.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QOF15989.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13505.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""QWB13505.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIS30335.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""QIS30335.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU28906.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QKU28906.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRN58518.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QRN58518.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJQ84676.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""QJQ84676.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UGP11912.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""UGP11912.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU33257.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QKU33257.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR84837.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QJR84837.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU86714.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QOU86714.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIS60906.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""QIS60906.1"")"
surface glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,2635,2635,100%,0.0,99.92,1273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU31481.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""QKU31481.1"")"
