Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNL10877.1?report=genbank&log$=prottop&blast_rank=11&RID=X39PS6V5013"",""QNL10877.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRW49026.1?report=genbank&log$=prottop&blast_rank=12&RID=X39PS6V5013"",""QRW49026.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX21259.1?report=genbank&log$=prottop&blast_rank=13&RID=X39PS6V5013"",""QRX21259.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTS65844.1?report=genbank&log$=prottop&blast_rank=14&RID=X39PS6V5013"",""QTS65844.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTI94310.1?report=genbank&log$=prottop&blast_rank=15&RID=X39PS6V5013"",""QTI94310.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQV35322.1?report=genbank&log$=prottop&blast_rank=16&RID=X39PS6V5013"",""QQV35322.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTJ91672.1?report=genbank&log$=prottop&blast_rank=17&RID=X39PS6V5013"",""QTJ91672.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBG97710.1?report=genbank&log$=prottop&blast_rank=18&RID=X39PS6V5013"",""UBG97710.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQD88113.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""QQD88113.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVY50055.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""QVY50055.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQE72579.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""QQE72579.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRV65674.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""QRV65674.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,4e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UOK91796.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""UOK91796.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR92940.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""QJR92940.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMU25206.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""QMU25206.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOH27381.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""QOH27381.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKR85732.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""QKR85732.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQG80949.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""QQG80949.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVG38620.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""QVG38620.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTQ44843.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""QTQ44843.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSS85706.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""QSS85706.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMW50903.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QMW50903.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,452,452,100%,5e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QII87843.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""QII87843.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHB05809.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""UHB05809.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR91524.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""QJR91524.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDY76285.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""UDY76285.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UGW28840.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""UGW28840.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTP22999.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""QTP22999.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXD42760.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""QXD42760.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XLU37295.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""XLU37295.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOQ27546.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""QOQ27546.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRK20818.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QRK20818.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRK16252.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""QRK16252.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIT02798.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""UIT02798.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,6e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRK18550.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""QRK18550.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHA86649.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""UHA86649.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWQ00714.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""QWQ00714.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVI40318.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""QVI40318.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUN72234.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""QUN72234.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUF27701.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""QUF27701.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUM25742.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""QUM25742.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX28625.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""QRX28625.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,7e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYK38286.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""QYK38286.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRV71062.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""QRV71062.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOW17180.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""QOW17180.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRQ69020.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""QRQ69020.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTG31587.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QTG31587.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQX34689.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QQX34689.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSO08934.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""QSO08934.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNV70149.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QNV70149.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJX70745.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QJX70745.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UPC42279.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""UPC42279.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTA94241.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""QTA94241.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPD96854.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QPD96854.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/URG22635.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""URG22635.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVF56053.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QVF56053.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB52244.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""QWB52244.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQZ31451.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""QQZ31451.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTC59278.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QTC59278.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTG43810.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""QTG43810.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVG46728.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""QVG46728.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTK18905.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""QTK18905.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOE87559.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""QOE87559.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSN96221.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""QSN96221.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX07945.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QRX07945.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKJ45353.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""WKJ45353.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UGW30145.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""UGW30145.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,8e-161,99.10,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WNH94212.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""WNH94212.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRX19824.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QRX19824.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSG76325.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QSG76325.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRF79522.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""QRF79522.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWV61896.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""QWV61896.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVN34057.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QVN34057.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVM67164.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QVM67164.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTN64908.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QTN64908.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WQR46117.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""WQR46117.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVQ63800.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""QVQ63800.1"")"
membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,451,451,100%,9e-161,99.55,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTC72454.1?report=genbank&log$=prottop&blast_rank=88&RID=X39PS6V5013"",""QTC72454.1"")"
