Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTQ46216.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""QTQ46216.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WAE05851.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""WAE05851.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQN92415.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""QQN92415.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTE17531.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QTE17531.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOS50002.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QOS50002.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSN87135.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""QSN87135.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE28607.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QSE28607.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSN92080.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QSN92080.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUV39601.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""QUV39601.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UMZ66215.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""UMZ66215.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUA41838.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QUA41838.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNR60421.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""QNR60421.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOC67438.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QOC67438.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKJ55176.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""WKJ55176.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTT35713.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""QTT35713.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU93235.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QOU93235.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQX92993.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""QQX92993.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UWY08595.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""UWY08595.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPN96582.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""QPN96582.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UQK08539.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""UQK08539.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVI56663.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""QVI56663.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSF05006.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QSF05006.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRW35635.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QRW35635.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSO37092.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""QSO37092.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UIW05503.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""UIW05503.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTG49254.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QTG49254.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQM99794.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QQM99794.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULB90526.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""ULB90526.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSV21789.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""QSV21789.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE28248.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QSE28248.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOL21544.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QOL21544.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE08195.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QSE08195.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWW26589.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""QWW26589.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQN03313.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""QQN03313.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOL74166.1?report=genbank&log$=prottop&blast_rank=88&RID=X39PS6V5013"",""QOL74166.1"")"
ORF7a protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,247,247,100%,2e-83,99.17,121,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNV50135.1?report=genbank&log$=prottop&blast_rank=89&RID=X39PS6V5013"",""QNV50135.1"")"
