Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOI09455.1?report=genbank&log$=prottop&blast_rank=15&RID=X39PS6V5013"",""QOI09455.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKE46048.1?report=genbank&log$=prottop&blast_rank=16&RID=X39PS6V5013"",""QKE46048.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSY42010.1?report=genbank&log$=prottop&blast_rank=17&RID=X39PS6V5013"",""QSY42010.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UYG85820.1?report=genbank&log$=prottop&blast_rank=18&RID=X39PS6V5013"",""UYG85820.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WJZ58491.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""WJZ58491.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULF05100.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""ULF05100.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHE10300.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""UHE10300.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULD97398.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""ULD97398.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNA39423.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""QNA39423.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKJ48376.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""WKJ48376.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLL36249.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""QLL36249.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKS42641.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""QKS42641.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XNJ56943.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""XNJ56943.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNH88939.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""QNH88939.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QPN00879.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""QPN00879.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMJ00989.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""QMJ00989.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIQ49839.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""QIQ49839.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOU89326.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QOU89326.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIZ64406.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""QIZ64406.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLD94726.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""QLD94726.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJD20845.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""QJD20845.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKG88570.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""QKG88570.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWB13717.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""QWB13717.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKN20771.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""QKN20771.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WEW62783.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""WEW62783.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UOK30060.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""UOK30060.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF20005.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""QOF20005.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOW08093.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QOW08093.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WPD73506.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""WPD73506.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QLB39364.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""QLB39364.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UOA74334.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""UOA74334.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJD24157.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""QJD24157.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKE54130.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""QKE54130.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOL72261.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""QOL72261.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WPR38736.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""WPR38736.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJD48383.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""QJD48383.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOF07825.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""QOF07825.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOY59133.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""QOY59133.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRG23177.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""QRG23177.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSO40789.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""QSO40789.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJR95597.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""QJR95597.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKF96015.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""QKF96015.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNI23493.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QNI23493.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKG87202.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QKG87202.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WGC60343.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""WGC60343.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKO31098.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""WKO31098.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOI61828.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QOI61828.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJD47102.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""QJD47102.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBE99971.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""UBE99971.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJD24961.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QJD24961.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKS67451.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""QKS67451.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYA66272.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QYA66272.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCK97592.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""UCK97592.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKV06267.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""QKV06267.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNN95553.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QNN95553.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XHN05705.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""XHN05705.1"")"
"nucleocapsid phosphoprotein, partial [Severe acute respiratory syndrome coronavirus 2]",Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,100.00,418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UOH29770.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""UOH29770.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XJP37456.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""XJP37456.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKU32077.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""QKU32077.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQY88248.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""QQY88248.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WKO23443.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""WKO23443.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKS65664.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QKS65664.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOQ72276.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""QOQ72276.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QXX41536.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""QXX41536.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMT91248.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QMT91248.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDA98239.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""UDA98239.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJX69490.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""QJX69490.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCL02383.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""UCL02383.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYX84784.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QYX84784.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRG18737.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QRG18737.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QIS60878.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""QIS60878.1"")"
nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,853,853,100%,0.0,99.76,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/XNG74442.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""XNG74442.1"")"
