Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,122,122,100%,1e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBR61132.1?report=genbank&log$=prottop&blast_rank=19&RID=X39PS6V5013"",""UBR61132.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,122,122,100%,1e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UUZ18341.1?report=genbank&log$=prottop&blast_rank=20&RID=X39PS6V5013"",""UUZ18341.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,122,122,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDN75363.1?report=genbank&log$=prottop&blast_rank=21&RID=X39PS6V5013"",""UDN75363.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,122,122,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QKR84677.1?report=genbank&log$=prottop&blast_rank=22&RID=X39PS6V5013"",""QKR84677.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,122,122,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UYH21438.1?report=genbank&log$=prottop&blast_rank=23&RID=X39PS6V5013"",""UYH21438.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNE11880.1?report=genbank&log$=prottop&blast_rank=24&RID=X39PS6V5013"",""QNE11880.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJW78770.1?report=genbank&log$=prottop&blast_rank=25&RID=X39PS6V5013"",""UJW78770.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UTS37097.1?report=genbank&log$=prottop&blast_rank=26&RID=X39PS6V5013"",""UTS37097.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,96.72,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WBW85540.1?report=genbank&log$=prottop&blast_rank=27&RID=X39PS6V5013"",""WBW85540.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UGD03024.1?report=genbank&log$=prottop&blast_rank=28&RID=X39PS6V5013"",""UGD03024.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UHH86353.1?report=genbank&log$=prottop&blast_rank=29&RID=X39PS6V5013"",""UHH86353.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZH56560.1?report=genbank&log$=prottop&blast_rank=30&RID=X39PS6V5013"",""QZH56560.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/ULH46936.1?report=genbank&log$=prottop&blast_rank=31&RID=X39PS6V5013"",""ULH46936.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSH76925.1?report=genbank&log$=prottop&blast_rank=32&RID=X39PS6V5013"",""QSH76925.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUD49999.1?report=genbank&log$=prottop&blast_rank=33&RID=X39PS6V5013"",""QUD49999.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQN96035.1?report=genbank&log$=prottop&blast_rank=34&RID=X39PS6V5013"",""QQN96035.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYP37021.1?report=genbank&log$=prottop&blast_rank=35&RID=X39PS6V5013"",""QYP37021.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZN15498.1?report=genbank&log$=prottop&blast_rank=36&RID=X39PS6V5013"",""QZN15498.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOH29801.1?report=genbank&log$=prottop&blast_rank=37&RID=X39PS6V5013"",""QOH29801.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTZ68369.1?report=genbank&log$=prottop&blast_rank=38&RID=X39PS6V5013"",""QTZ68369.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBJ14519.1?report=genbank&log$=prottop&blast_rank=39&RID=X39PS6V5013"",""UBJ14519.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNM80965.1?report=genbank&log$=prottop&blast_rank=40&RID=X39PS6V5013"",""QNM80965.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRA62090.1?report=genbank&log$=prottop&blast_rank=41&RID=X39PS6V5013"",""QRA62090.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRW47791.1?report=genbank&log$=prottop&blast_rank=42&RID=X39PS6V5013"",""QRW47791.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJF00164.1?report=genbank&log$=prottop&blast_rank=43&RID=X39PS6V5013"",""UJF00164.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYJ53784.1?report=genbank&log$=prottop&blast_rank=44&RID=X39PS6V5013"",""QYJ53784.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTC60743.1?report=genbank&log$=prottop&blast_rank=45&RID=X39PS6V5013"",""QTC60743.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRA59935.1?report=genbank&log$=prottop&blast_rank=46&RID=X39PS6V5013"",""QRA59935.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVI40881.1?report=genbank&log$=prottop&blast_rank=47&RID=X39PS6V5013"",""QVI40881.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QZJ65003.1?report=genbank&log$=prottop&blast_rank=48&RID=X39PS6V5013"",""QZJ65003.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMJ19995.1?report=genbank&log$=prottop&blast_rank=49&RID=X39PS6V5013"",""QMJ19995.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDH73954.1?report=genbank&log$=prottop&blast_rank=50&RID=X39PS6V5013"",""UDH73954.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,2e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDK32252.1?report=genbank&log$=prottop&blast_rank=51&RID=X39PS6V5013"",""UDK32252.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBU80334.1?report=genbank&log$=prottop&blast_rank=52&RID=X39PS6V5013"",""UBU80334.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTX93935.1?report=genbank&log$=prottop&blast_rank=53&RID=X39PS6V5013"",""QTX93935.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBE30374.1?report=genbank&log$=prottop&blast_rank=54&RID=X39PS6V5013"",""UBE30374.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDI15276.1?report=genbank&log$=prottop&blast_rank=55&RID=X39PS6V5013"",""UDI15276.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UJZ52645.1?report=genbank&log$=prottop&blast_rank=56&RID=X39PS6V5013"",""UJZ52645.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQY95834.1?report=genbank&log$=prottop&blast_rank=57&RID=X39PS6V5013"",""QQY95834.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QOW62988.1?report=genbank&log$=prottop&blast_rank=58&RID=X39PS6V5013"",""QOW62988.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UFB50567.1?report=genbank&log$=prottop&blast_rank=59&RID=X39PS6V5013"",""UFB50567.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QYP48554.1?report=genbank&log$=prottop&blast_rank=60&RID=X39PS6V5013"",""QYP48554.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE28808.1?report=genbank&log$=prottop&blast_rank=61&RID=X39PS6V5013"",""QSE28808.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRG27461.1?report=genbank&log$=prottop&blast_rank=62&RID=X39PS6V5013"",""QRG27461.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QRW51372.1?report=genbank&log$=prottop&blast_rank=63&RID=X39PS6V5013"",""QRW51372.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUD18003.1?report=genbank&log$=prottop&blast_rank=64&RID=X39PS6V5013"",""QUD18003.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QNE11892.1?report=genbank&log$=prottop&blast_rank=65&RID=X39PS6V5013"",""QNE11892.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTH19021.1?report=genbank&log$=prottop&blast_rank=66&RID=X39PS6V5013"",""QTH19021.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QSE27671.1?report=genbank&log$=prottop&blast_rank=67&RID=X39PS6V5013"",""QSE27671.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTY57180.1?report=genbank&log$=prottop&blast_rank=68&RID=X39PS6V5013"",""QTY57180.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTX06390.1?report=genbank&log$=prottop&blast_rank=69&RID=X39PS6V5013"",""QTX06390.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDK48684.1?report=genbank&log$=prottop&blast_rank=70&RID=X39PS6V5013"",""UDK48684.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUC71050.1?report=genbank&log$=prottop&blast_rank=71&RID=X39PS6V5013"",""QUC71050.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMU91379.1?report=genbank&log$=prottop&blast_rank=72&RID=X39PS6V5013"",""QMU91379.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UKN63363.1?report=genbank&log$=prottop&blast_rank=73&RID=X39PS6V5013"",""UKN63363.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UCK95529.1?report=genbank&log$=prottop&blast_rank=74&RID=X39PS6V5013"",""UCK95529.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QMT97728.1?report=genbank&log$=prottop&blast_rank=75&RID=X39PS6V5013"",""QMT97728.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QQL14126.1?report=genbank&log$=prottop&blast_rank=76&RID=X39PS6V5013"",""QQL14126.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QVO41464.1?report=genbank&log$=prottop&blast_rank=77&RID=X39PS6V5013"",""QVO41464.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UBO22269.1?report=genbank&log$=prottop&blast_rank=78&RID=X39PS6V5013"",""UBO22269.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QWW99008.1?report=genbank&log$=prottop&blast_rank=79&RID=X39PS6V5013"",""QWW99008.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTO32530.1?report=genbank&log$=prottop&blast_rank=80&RID=X39PS6V5013"",""QTO32530.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UPE03230.1?report=genbank&log$=prottop&blast_rank=81&RID=X39PS6V5013"",""UPE03230.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,121,121,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UMQ88326.1?report=genbank&log$=prottop&blast_rank=82&RID=X39PS6V5013"",""UMQ88326.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QJC19423.1?report=genbank&log$=prottop&blast_rank=83&RID=X39PS6V5013"",""QJC19423.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QUQ42438.1?report=genbank&log$=prottop&blast_rank=84&RID=X39PS6V5013"",""QUQ42438.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,3e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UAT19540.1?report=genbank&log$=prottop&blast_rank=85&RID=X39PS6V5013"",""UAT19540.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UDI48054.1?report=genbank&log$=prottop&blast_rank=86&RID=X39PS6V5013"",""UDI48054.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/QTY94518.1?report=genbank&log$=prottop&blast_rank=87&RID=X39PS6V5013"",""QTY94518.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UXD19398.1?report=genbank&log$=prottop&blast_rank=88&RID=X39PS6V5013"",""UXD19398.1"")"
ORF6 protein [Severe acute respiratory syndrome coronavirus 2],Severe acute respiratory syndrome coronavirus 2,120,120,100%,4e-35,98.36,61,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/UFU90054.1?report=genbank&log$=prottop&blast_rank=89&RID=X39PS6V5013"",""UFU90054.1"")"
